user_id,signup_feedback,sentiment_label
2686,I want an easier way to transfer money,neutral
2687,I signed up to manage my spending,neutral
2688,Verification was straightforward,positive
2689,Everything worked smoothly,positive
2690,Fast and simple onboarding,positive
2691,Verification was straightforward,positive
2692,I am exploring different payment apps,neutral
2693,I had trouble linking my bank,negative
2694,Fast and simple onboarding,positive
2695,App froze during document upload,negative
2696,Everything worked smoothly,positive
2697,The app was very easy to use,positive
2698,It took too long to verify my account,negative
2699,I want to send money internationally,neutral
2700,The verification process is confusing,negative
2701,I signed up to manage my spending,neutral
2702,I want to send money internationally,neutral
2703,I signed up to manage my spending,neutral
2704,I want an easier way to transfer money,neutral
2705,The verification process is confusing,negative
2706,The app was very easy to use,positive
2707,I signed up to manage my spending,neutral
2708,Everything worked smoothly,positive
2709,I want to send money internationally,neutral
2710,I had trouble linking my bank,negative
2711,The verification process is confusing,negative
2712,I want to send money internationally,neutral
2713,I signed up to manage my spending,neutral
2714,I want to send money internationally,neutral
2715,Fast and simple onboarding,positive
2716,It took too long to verify my account,negative
2717,The signup process was easy,positive
2718,Verification was straightforward,positive
2719,I am exploring different payment apps,neutral
2720,It took too long to verify my account,negative
2721,I am exploring different payment apps,neutral
2722,I am exploring different payment apps,neutral
2723,I am trying this app for the first time,neutral
2724,The signup process was easy,positive
2725,App froze during document upload,negative
2726,The signup process was easy,positive
2727,Verification was straightforward,positive
2728,I had trouble linking my bank,negative
2729,Fast and simple onboarding,positive
2730,I want an easier way to transfer money,neutral
2731,I am trying this app for the first time,neutral
2732,I had trouble linking my bank,negative
2733,I signed up to manage my spending,neutral
2734,I signed up to manage my spending,neutral
2735,Verification was straightforward,positive
2736,The app was very easy to use,positive
2737,Verification was straightforward,positive
2738,Everything worked smoothly,positive
2739,The verification process is confusing,negative
2740,The app was very easy to use,positive
2741,I signed up to manage my spending,neutral
2742,I am trying this app for the first time,neutral
2743,I am exploring different payment apps,neutral
2744,I signed up to manage my spending,neutral
2745,Everything worked smoothly,positive
2746,I am exploring different payment apps,neutral
2747,I am trying this app for the first time,neutral
2748,I want an easier way to transfer money,neutral
2749,The signup process was easy,positive
2750,I want an easier way to transfer money,neutral
2751,I am trying this app for the first time,neutral
2752,I had trouble linking my bank,negative
2753,Fast and simple onboarding,positive
2754,Verification was straightforward,positive
2755,I signed up to manage my spending,neutral
2756,The verification process is confusing,negative
2757,I am trying this app for the first time,neutral
2758,The verification process is confusing,negative
2759,I had trouble linking my bank,negative
2760,I am trying this app for the first time,neutral
2761,I signed up to manage my spending,neutral
2762,I am exploring different payment apps,neutral
2763,I signed up to manage my spending,neutral
2764,I want an easier way to transfer money,neutral
2765,I want to send money internationally,neutral
2766,Everything worked smoothly,positive
2767,I want an easier way to transfer money,neutral
2768,I had trouble linking my bank,negative
2769,I want an easier way to transfer money,neutral
2770,I want an easier way to transfer money,neutral
2771,I want an easier way to transfer money,neutral
2772,I want to send money internationally,neutral
2773,I signed up to manage my spending,neutral
2774,I am exploring different payment apps,neutral
2775,The verification process is confusing,negative
2776,App froze during document upload,negative
2777,I want to send money internationally,neutral
2778,Verification was straightforward,positive
2779,The verification process is confusing,negative
2780,I want to send money internationally,neutral
2781,Everything worked smoothly,positive
2782,I want to send money internationally,neutral
2783,The app was very easy to use,positive
2784,App froze during document upload,negative
2785,The instructions were unclear,negative
2786,I want to send money internationally,neutral
2787,I am exploring different payment apps,neutral
2788,The verification process is confusing,negative
2789,The verification process is confusing,negative
2790,I want an easier way to transfer money,neutral
2791,The verification process is confusing,negative
2792,Fast and simple onboarding,positive
2793,I am exploring different payment apps,neutral
2794,I am exploring different payment apps,neutral
2795,It took too long to verify my account,negative
2796,Fast and simple onboarding,positive
2797,Everything worked smoothly,positive
2798,I am exploring different payment apps,neutral
2799,The verification process is confusing,negative
2800,Verification was straightforward,positive
2801,I had trouble linking my bank,negative
2802,The signup process was easy,positive
2803,The app was very easy to use,positive
2804,I want to send money internationally,neutral
2805,I want to send money internationally,neutral
2806,Verification was straightforward,positive
2807,I want an easier way to transfer money,neutral
2808,App froze during document upload,negative
2809,I want an easier way to transfer money,neutral
2810,It took too long to verify my account,negative
2811,Verification was straightforward,positive
2812,The verification process is confusing,negative
2813,I want an easier way to transfer money,neutral
2814,I am trying this app for the first time,neutral
2815,The verification process is confusing,negative
2816,The signup process was easy,positive
2817,I want to send money internationally,neutral
2818,The instructions were unclear,negative
2819,I signed up to manage my spending,neutral
2820,I want to send money internationally,neutral
2821,I signed up to manage my spending,neutral
2822,I signed up to manage my spending,neutral
2823,I am exploring different payment apps,neutral
2824,I signed up to manage my spending,neutral
2825,I want to send money internationally,neutral
2826,I am exploring different payment apps,neutral
2827,I am exploring different payment apps,neutral
2828,I am exploring different payment apps,neutral
2829,I want to send money internationally,neutral
2830,I had trouble linking my bank,negative
2831,Verification was straightforward,positive
2832,Everything worked smoothly,positive
2833,I signed up to manage my spending,neutral
2834,Everything worked smoothly,positive
2835,App froze during document upload,negative
2836,I am trying this app for the first time,neutral
2837,Fast and simple onboarding,positive
2838,I want an easier way to transfer money,neutral
2839,I am trying this app for the first time,neutral
2840,I want to send money internationally,neutral
2841,I signed up to manage my spending,neutral
2842,Everything worked smoothly,positive
2843,I want to send money internationally,neutral
2844,Verification was straightforward,positive
2845,The instructions were unclear,negative
2846,I am exploring different payment apps,neutral
2847,The instructions were unclear,negative
2848,App froze during document upload,negative
2849,Fast and simple onboarding,positive
2850,I am exploring different payment apps,neutral
2851,I want to send money internationally,neutral
2852,I am exploring different payment apps,neutral
2853,The signup process was easy,positive
2854,I want to send money internationally,neutral
2855,I am trying this app for the first time,neutral
2856,I signed up to manage my spending,neutral
2857,Verification was straightforward,positive
2858,The signup process was easy,positive
2859,Everything worked smoothly,positive
2860,I signed up to manage my spending,neutral
2861,I want to send money internationally,neutral
2862,I want an easier way to transfer money,neutral
2863,It took too long to verify my account,negative
2864,The verification process is confusing,negative
2865,It took too long to verify my account,negative
2866,I am trying this app for the first time,neutral
2867,I am exploring different payment apps,neutral
2868,The signup process was easy,positive
2869,It took too long to verify my account,negative
2870,Everything worked smoothly,positive
2871,I had trouble linking my bank,negative
2872,I want to send money internationally,neutral
2873,I want to send money internationally,neutral
2874,I signed up to manage my spending,neutral
2875,I am trying this app for the first time,neutral
2876,The signup process was easy,positive
2877,I am trying this app for the first time,neutral
2878,Fast and simple onboarding,positive
2879,It took too long to verify my account,negative
2880,The verification process is confusing,negative
2881,I want to send money internationally,neutral
2882,I am exploring different payment apps,neutral
2883,Everything worked smoothly,positive
2884,I am trying this app for the first time,neutral
2885,I am exploring different payment apps,neutral
2886,I had trouble linking my bank,negative
2887,The verification process is confusing,negative
2888,I signed up to manage my spending,neutral
2889,I want to send money internationally,neutral
2890,The instructions were unclear,negative
2891,I want an easier way to transfer money,neutral
2892,Everything worked smoothly,positive
2893,The signup process was easy,positive
2894,Fast and simple onboarding,positive
2895,It took too long to verify my account,negative
2896,I want an easier way to transfer money,neutral
2897,I signed up to manage my spending,neutral
2898,I want an easier way to transfer money,neutral
2899,I signed up to manage my spending,neutral
2900,I am trying this app for the first time,neutral
2901,The instructions were unclear,negative
2902,I am exploring different payment apps,neutral
2903,I had trouble linking my bank,negative
2904,The instructions were unclear,negative
2905,I am trying this app for the first time,neutral
2906,I am exploring different payment apps,neutral
2907,The app was very easy to use,positive
2908,Everything worked smoothly,positive
2909,I am exploring different payment apps,neutral
2910,App froze during document upload,negative
2911,I am exploring different payment apps,neutral
2912,It took too long to verify my account,negative
2913,I am exploring different payment apps,neutral
2914,I signed up to manage my spending,neutral
2915,I want to send money internationally,neutral
2916,I want to send money internationally,neutral
2917,Everything worked smoothly,positive
2918,I want an easier way to transfer money,neutral
2919,I want an easier way to transfer money,neutral
2920,Verification was straightforward,positive
2921,Verification was straightforward,positive
2922,It took too long to verify my account,negative
2923,Fast and simple onboarding,positive
2924,I want to send money internationally,neutral
2925,I want an easier way to transfer money,neutral
2926,I want an easier way to transfer money,neutral
2927,Everything worked smoothly,positive
2928,I want an easier way to transfer money,neutral
2929,I am exploring different payment apps,neutral
2930,The app was very easy to use,positive
2931,It took too long to verify my account,negative
2932,The signup process was easy,positive
2933,The verification process is confusing,negative
2934,I want an easier way to transfer money,neutral
2935,I am trying this app for the first time,neutral
2936,I want to send money internationally,neutral
2937,I am exploring different payment apps,neutral
2938,I had trouble linking my bank,negative
2939,Fast and simple onboarding,positive
2940,The instructions were unclear,negative
2941,I signed up to manage my spending,neutral
2942,App froze during document upload,negative
2943,I am trying this app for the first time,neutral
2944,I signed up to manage my spending,neutral
2945,I am exploring different payment apps,neutral
2946,I want an easier way to transfer money,neutral
2947,I signed up to manage my spending,neutral
2948,I signed up to manage my spending,neutral
2949,I am trying this app for the first time,neutral
2950,App froze during document upload,negative
2951,Fast and simple onboarding,positive
2952,The verification process is confusing,negative
2953,App froze during document upload,negative
2954,I am exploring different payment apps,neutral
2955,It took too long to verify my account,negative
2956,I had trouble linking my bank,negative
2957,I want to send money internationally,neutral
2958,Fast and simple onboarding,positive
2959,I had trouble linking my bank,negative
2960,I am trying this app for the first time,neutral
2961,Fast and simple onboarding,positive
2962,It took too long to verify my account,negative
2963,I signed up to manage my spending,neutral
2964,I want an easier way to transfer money,neutral
2965,The signup process was easy,positive
2966,App froze during document upload,negative
2967,I want an easier way to transfer money,neutral
2968,It took too long to verify my account,negative
2969,Verification was straightforward,positive
2970,I am exploring different payment apps,neutral
2971,I am exploring different payment apps,neutral
2972,I want to send money internationally,neutral
2973,The app was very easy to use,positive
2974,I want to send money internationally,neutral
2975,I want an easier way to transfer money,neutral
2976,The instructions were unclear,negative
2977,App froze during document upload,negative
2978,Verification was straightforward,positive
2979,The app was very easy to use,positive
2980,I want an easier way to transfer money,neutral
2981,Verification was straightforward,positive
2982,Fast and simple onboarding,positive
2983,Verification was straightforward,positive
2984,I am trying this app for the first time,neutral
2985,I want an easier way to transfer money,neutral
2986,I signed up to manage my spending,neutral
2987,I want an easier way to transfer money,neutral
2988,Fast and simple onboarding,positive
2989,I am trying this app for the first time,neutral
2990,I am trying this app for the first time,neutral
2991,Fast and simple onboarding,positive
2992,It took too long to verify my account,negative
2993,I am trying this app for the first time,neutral
2994,I am trying this app for the first time,neutral
2995,The verification process is confusing,negative
2996,I am trying this app for the first time,neutral
2997,The signup process was easy,positive
2998,I want to send money internationally,neutral
2999,Everything worked smoothly,positive
3000,The signup process was easy,positive
